"annotation_id","annotator","choice","created_at","id","image","lead_time","ptz","updated_at"
41053,"11","","2026-01-09T21:32:53.968349Z",1052256,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/196/19/1752606139.000000000.jpg",2.13,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:32:53.968358Z"
41054,"11","","2026-01-09T21:32:55.869823Z",1052257,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/196/20/1752609762.000000000.jpg",1.387,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:32:55.869850Z"
41055,"11","","2026-01-09T21:32:57.353826Z",1052258,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/196/21/1752613368.000000000.jpg",1.008,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:32:57.353841Z"
41056,"11","","2026-01-09T21:32:58.877190Z",1052259,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/196/22/1752616989.000000000.jpg",1.067,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:32:58.877206Z"
41057,"11","","2026-01-09T21:33:00.236826Z",1052260,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/196/23/1752620638.000000000.jpg",0.882,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:33:00.236837Z"
41058,"11","","2026-01-09T21:33:01.595553Z",1052261,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/197/00/1752624242.000000000.jpg",1.036,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:33:01.595563Z"
41059,"11","","2026-01-09T21:33:02.927964Z",1052262,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/197/01/1752627843.000000000.jpg",0.967,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:33:02.927975Z"
41060,"11","","2026-01-09T21:33:05.533163Z",1052263,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/197/02/1752631452.000000000.jpg",2.252,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:33:05.533173Z"
41061,"11","","2026-01-09T21:33:07.062436Z",1052264,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/197/03/1752635055.000000000.jpg",1.217,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:33:07.062449Z"
41062,"11","Abnormal","2026-01-09T21:33:12.404029Z",1052265,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/197/04/1752638666.000000000.jpg",4.995,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:33:12.404037Z"
41063,"11","Abnormal","2026-01-09T21:33:14.594689Z",1052266,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/197/05/1752642299.000000000.jpg",1.873,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:33:14.594697Z"
41064,"11","Abnormal","2026-01-09T21:33:17.219471Z",1052267,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/197/06/1752645903.000000000.jpg",2.294,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:33:17.219482Z"
41068,"11","","2026-01-09T21:33:27.567058Z",1052268,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/07/1751698807.000000000.jpg",17.211,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:34:02.710691Z"
41070,"11","","2026-01-09T21:33:31.421449Z",1052269,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/08/1751702419.000000000.jpg",11.009,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:34:07.095669Z"
41076,"11","","2026-01-09T21:33:45.039135Z",1052270,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/09/1751706020.000000000.jpg",10.979,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:34:17.618144Z"
41087,"11","Abnormal","2026-01-09T21:34:22.487412Z",1052271,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/10/1751709656.000000000.jpg",2.369,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:34:22.487422Z"
41089,"11","Abnormal","2026-01-09T21:34:24.612381Z",1052272,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/11/1751713263.000000000.jpg",1.615,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:34:24.612391Z"
41093,"11","","2026-01-09T21:34:29.552853Z",1052273,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/12/1751716874.000000000.jpg",4.39,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:34:29.552863Z"
41098,"11","Abnormal","2026-01-09T21:34:36.821343Z",1052274,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/13/1751720508.000000000.jpg",6.816,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:34:36.821356Z"
41101,"11","Abnormal","2026-01-09T21:34:41.120555Z",1052275,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/14/1751724109.000000000.jpg",77.79700000000001,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:36:12.719183Z"
41138,"11","","2026-01-09T21:36:27.480512Z",1052276,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/15/1751727743.000000000.jpg",2.532,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:36:27.480519Z"
41140,"11","","2026-01-09T21:36:30.579548Z",1052277,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/16/1751731348.000000000.jpg",2.808,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:36:30.579557Z"
41142,"11","","2026-01-09T21:36:32.262921Z",1052278,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/17/1751734950.000000000.jpg",1.31,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:36:32.262936Z"
41143,"11","","2026-01-09T21:36:33.685156Z",1052279,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/18/1751738556.000000000.jpg",1.005,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:36:33.685184Z"
41145,"11","","2026-01-09T21:36:35.624462Z",1052280,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/19/1751742156.000000000.jpg",1.337,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:36:35.624479Z"
41146,"11","","2026-01-09T21:36:37.213232Z",1052281,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/20/1751745770.000000000.jpg",1.012,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:36:37.213253Z"
41147,"11","","2026-01-09T21:36:39.073193Z",1052282,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/21/1751749373.000000000.jpg",1.371,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:36:39.073203Z"
41148,"11","","2026-01-09T21:36:40.540522Z",1052283,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/186/22/1751752976.000000000.jpg",0.962,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:36:40.540530Z"
41150,"11","","2026-01-09T21:36:44.262612Z",1052284,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/07/1753254012.000000000.jpg",3.39,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:36:44.262629Z"
41152,"11","Abnormal","2026-01-09T21:36:46.597714Z",1052285,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/08/1753257632.000000000.jpg",1.743,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:36:46.597757Z"
41155,"11","","2026-01-09T21:36:57.233076Z",1052286,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/09/1753261241.000000000.jpg",3.613,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:00.905265Z"
41158,"11","","2026-01-09T21:37:05.259340Z",1052287,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/10/1753264861.000000000.jpg",1.052,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:05.259348Z"
41159,"11","","2026-01-09T21:37:06.826787Z",1052288,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/11/1753268479.000000000.jpg",1.233,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:06.826796Z"
41161,"11","","2026-01-09T21:37:09.086112Z",1052289,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/12/1753272081.000000000.jpg",1.768,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:09.086137Z"
41164,"11","","2026-01-09T21:37:13.839000Z",1052290,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/13/1753275685.000000000.jpg",4.121,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:13.839013Z"
41166,"11","Abnormal","2026-01-09T21:37:16.784069Z",1052291,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/14/1753279298.000000000.jpg",2.401,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:16.784095Z"
41169,"11","Abnormal","2026-01-09T21:37:21.907128Z",1052292,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/15/1753282904.000000000.jpg",4.503,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:21.907144Z"
41172,"11","Abnormal","2026-01-09T21:37:24.359491Z",1052293,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/16/1753286509.000000000.jpg",1.987,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:24.359497Z"
41176,"11","","2026-01-09T21:37:30.070629Z",1052294,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/17/1753290114.000000000.jpg",5.214,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:30.070645Z"
41178,"11","","2026-01-09T21:37:31.576872Z",1052295,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/18/1753293719.000000000.jpg",1.096,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:31.576890Z"
41180,"11","","2026-01-09T21:37:33.178094Z",1052296,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/19/1753297328.000000000.jpg",1.081,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:33.178131Z"
41182,"11","","2026-01-09T21:37:34.838814Z",1052297,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/20/1753300966.000000000.jpg",1.133,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:34.838820Z"
41183,"11","","2026-01-09T21:37:36.543971Z",1052298,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/21/1753304571.000000000.jpg",1.296,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:36.543986Z"
41185,"11","","2026-01-09T21:37:38.102705Z",1052299,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/22/1753308180.000000000.jpg",1.099,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:38.102713Z"
41186,"11","","2026-01-09T21:37:39.603729Z",1052300,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/23/1753311789.000000000.jpg",1.018,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:39.603738Z"
41187,"11","","2026-01-09T21:37:41.280863Z",1052301,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/205/00/1753315398.000000000.jpg",1.058,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:41.280872Z"
41189,"11","","2026-01-09T21:37:42.831663Z",1052302,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/205/01/1753319040.000000000.jpg",1.176,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:42.831671Z"
41191,"11","","2026-01-09T21:37:45.096944Z",1052303,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/205/02/1753322646.000000000.jpg",1.83,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:45.096982Z"
41193,"11","","2026-01-09T21:37:46.978262Z",1052304,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/205/03/1753326280.000000000.jpg",1.222,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:46.978288Z"
41196,"11","","2026-01-09T21:37:49.617381Z",1052305,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/205/04/1753329917.000000000.jpg",1.973,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:49.617392Z"
41199,"11","","2026-01-09T21:37:53.578462Z",1052306,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/205/05/1753333524.000000000.jpg",3.432,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:37:53.578471Z"
41200,"11","","2026-01-09T21:38:00.472046Z",1052307,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/205/06/1753337136.000000000.jpg",1.017,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:38:00.472054Z"
41201,"11","Abnormal","2026-01-09T21:38:03.388799Z",1052308,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/07/1753167608.000000000.jpg",2.428,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:38:03.388809Z"
41202,"11","Abnormal","2026-01-09T21:38:05.729260Z",1052309,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/08/1753171214.000000000.jpg",1.755,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:38:05.729287Z"
41203,"11","Abnormal","2026-01-09T21:38:07.764093Z",1052310,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/09/1753174839.000000000.jpg",1.505,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:38:07.764101Z"
41204,"11","Abnormal","2026-01-09T21:38:09.886102Z",1052311,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/10/1753178447.000000000.jpg",1.442,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:38:09.886137Z"
41208,"11","Abnormal","2026-01-09T21:38:16.619539Z",1052312,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/11/1753182054.000000000.jpg",2.286,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:38:16.619554Z"
41219,"11","","2026-01-09T21:38:39.381467Z",1052313,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/12/1753185677.000000000.jpg",5.584,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:38:39.381483Z"
41222,"11","","2026-01-09T21:38:48.331309Z",1052314,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/13/1753189307.000000000.jpg",8.533,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:38:48.331319Z"
41225,"11","Abnormal","2026-01-09T21:38:51.976166Z",1052315,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/14/1753192921.000000000.jpg",3.283,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:38:51.976179Z"
41237,"11","Abnormal","2026-01-09T21:39:20.346924Z",1052316,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/15/1753196528.000000000.jpg",6.8260000000000005,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:39:20.346943Z"
41239,"11","","2026-01-09T21:39:23.627715Z",1052317,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/16/1753200135.000000000.jpg",2.618,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:39:23.627740Z"
41241,"11","","2026-01-09T21:39:25.405065Z",1052318,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/17/1753203741.000000000.jpg",1.313,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:39:25.405080Z"
41243,"11","","2026-01-09T21:39:26.911399Z",1052319,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/18/1753207347.000000000.jpg",1.069,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:39:26.911407Z"
41245,"11","","2026-01-09T21:39:28.565782Z",1052320,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/19/1753210952.000000000.jpg",1.17,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:39:28.565791Z"
41247,"11","","2026-01-09T21:39:30.104265Z",1052321,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/20/1753214562.000000000.jpg",1.04,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:39:30.104273Z"
41248,"11","","2026-01-09T21:39:31.560949Z",1052322,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/21/1753218204.000000000.jpg",1.046,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:39:31.560975Z"
41249,"11","","2026-01-09T21:39:33.030480Z",1052323,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/22/1753221810.000000000.jpg",1.026,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:39:33.030489Z"
41250,"11","","2026-01-09T21:39:34.581205Z",1052324,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/203/23/1753225415.000000000.jpg",1.023,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:39:34.581272Z"
41251,"11","","2026-01-09T21:39:35.889947Z",1052325,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/00/1753229025.000000000.jpg",0.888,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:39:35.889959Z"
41253,"11","","2026-01-09T21:39:37.366570Z",1052326,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/01/1753232638.000000000.jpg",0.881,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:39:37.366595Z"
41254,"11","","2026-01-09T21:39:39.270783Z",1052327,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/02/1753236275.000000000.jpg",1.383,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:39:39.270810Z"
41256,"11","","2026-01-09T21:39:41.423459Z",1052328,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/03/1753239899.000000000.jpg",1.646,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:39:41.423467Z"
41259,"11","Abnormal","2026-01-09T21:39:44.570906Z",1052329,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/04/1753243519.000000000.jpg",2.721,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:39:44.570917Z"
41265,"11","Abnormal","2026-01-09T21:40:01.381197Z",1052330,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/05/1753247125.000000000.jpg",2.162,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:40:01.381222Z"
41269,"11","","2026-01-09T21:40:08.776119Z",1052331,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/204/06/1753250729.000000000.jpg",1.906,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:40:08.776127Z"
41270,"11","","2026-01-09T21:40:10.867857Z",1052332,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/185/07/1751612408.000000000.jpg",1.698,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:40:10.867874Z"
41273,"11","","2026-01-09T21:40:12.955963Z",1052333,"https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-PalomarObs1/2025/185/08/1751616011.000000000.jpg",1.611,"{""pan"":122.63999938964844,""tilt"":-0.5,""zoom"":1.0}","2026-01-09T21:40:12.955971Z"
