annotation_id,annotator,choice,created_at,id,image,lead_time,ptz,updated_at,timestamp
31712,11,Abnormal,2025-10-19T03:19:40.304172Z,1036893,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/246/14/1756908203.000000000.jpg,7.155,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:19:49.952133Z,1756908203
31717,11,Abnormal,2025-10-19T03:20:45.050206Z,1036898,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/246/19/1756926251.000000000.jpg,1.631,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:20:45.050213Z,1756926251
31722,11,,2025-10-19T03:21:01.991161Z,1036903,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/247/00/1756944306.000000000.jpg,3.324,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:21:01.991169Z,1756944306
31727,11,,2025-10-19T03:21:35.057331Z,1036908,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/247/05/1756962354.000000000.jpg,1.429,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:21:35.057339Z,1756962354
31732,11,,2025-10-19T03:21:44.855685Z,1036913,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/247/10/1756980029.000000000.jpg,1.259,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:21:44.855700Z,1756980029
31737,11,,2025-10-19T03:22:03.089131Z,1036918,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/247/15/1756998090.000000000.jpg,1.412,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:22:03.089141Z,1756998090
31742,11,Abnormal,2025-10-19T03:22:32.340170Z,1036923,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/247/22/1757023369.000000000.jpg,2.443,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:22:32.340179Z,1757023369
31747,11,Abnormal,2025-10-19T03:22:50.913020Z,1036928,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/248/03/1757041420.000000000.jpg,2.258,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:22:50.913034Z,1757041420
31752,11,Abnormal,2025-10-19T03:27:40.727606Z,1036933,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/248/08/1757059252.000000000.jpg,1.735,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:27:40.727614Z,1757059252
31757,11,Abnormal,2025-10-19T03:27:50.108865Z,1036938,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/248/13/1757077309.000000000.jpg,1.343,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:27:50.108873Z,1757077309
31762,11,Abnormal,2025-10-19T03:28:03.783327Z,1036943,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/248/18/1757095351.000000000.jpg,2.593,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:28:03.783345Z,1757095351
31767,11,Abnormal,2025-10-19T03:28:18.165857Z,1036948,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/248/23/1757113438.000000000.jpg,2.437,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:28:18.165866Z,1757113438
31772,11,,2025-10-19T03:28:28.899346Z,1036953,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/249/04/1757131507.000000000.jpg,1.241,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:28:28.899366Z,1757131507
31777,11,Abnormal,2025-10-19T03:28:39.843378Z,1036958,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/249/09/1757149232.000000000.jpg,1.521,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:28:39.843415Z,1757149232
31782,11,Abnormal,2025-10-19T03:33:23.260991Z,1036963,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/249/14/1757167307.000000000.jpg,274.633,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:33:23.261005Z,1757167307
31787,11,Abnormal,2025-10-19T03:33:42.249173Z,1036968,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/249/19/1757185400.000000000.jpg,2.435,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:33:42.249187Z,1757185400
31792,11,,2025-10-19T03:33:56.335407Z,1036973,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/250/00/1757203443.000000000.jpg,1.739,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:33:56.335422Z,1757203443
31797,11,,2025-10-19T03:34:10.440828Z,1036978,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/250/05/1757221507.000000000.jpg,1.169,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:34:10.440835Z,1757221507
31802,11,,2025-10-19T03:41:48.659314Z,1036983,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/250/10/1757239265.000000000.jpg,449.779,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:41:48.659326Z,1757239265
31807,11,,2025-10-19T03:42:00.542425Z,1036988,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/250/15/1757257322.000000000.jpg,1.462,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:42:00.542438Z,1757257322
31812,11,Abnormal,2025-10-19T03:42:41.033079Z,1036993,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/250/20/1757275415.000000000.jpg,1.251,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:42:41.033089Z,1757275415
31817,11,,2025-10-19T03:43:59.194753Z,1036998,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/251/01/1757293513.000000000.jpg,12.605,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:43:59.194765Z,1757293513
31822,11,Abnormal,2025-10-19T03:44:28.011812Z,1037003,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/251/06/1757311574.000000000.jpg,1.389,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:44:28.011822Z,1757311574
31896,8,Abnormal,2025-10-19T05:05:48.506347Z,1037008,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/251/11/1757329294.000000000.jpg,2.057,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T05:05:48.506359Z,1757329294
31832,11,,2025-10-19T03:49:19.569020Z,1037013,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/251/16/1757347360.000000000.jpg,1.521,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:49:19.569031Z,1757347360
31837,11,Abnormal,2025-10-19T03:49:37.487526Z,1037018,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/251/21/1757365434.000000000.jpg,2.306,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:49:37.487534Z,1757365434
31842,11,Abnormal,2025-10-19T03:51:12.846097Z,1037023,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/252/02/1757383474.000000000.jpg,1.643,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:51:12.846121Z,1757383474
31847,11,Abnormal,2025-10-19T03:51:32.454849Z,1037028,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/252/07/1757401204.000000000.jpg,4.141,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:51:32.454864Z,1757401204
31852,11,Abnormal,2025-10-19T03:51:42.978438Z,1037033,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/252/12/1757419292.000000000.jpg,1.295,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:51:42.978446Z,1757419292
31857,11,,2025-10-19T03:52:06.100425Z,1037038,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/252/17/1757437320.000000000.jpg,4.753,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:52:06.100441Z,1757437320
31862,11,Abnormal,2025-10-19T03:52:34.747065Z,1037043,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/252/22/1757455456.000000000.jpg,5.281,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:52:34.747072Z,1757455456
31903,8,Abnormal,2025-10-19T05:06:07.005105Z,1037048,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/253/03/1757473530.000000000.jpg,1.897,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T05:06:07.005117Z,1757473530
32759,9,,2025-10-20T06:38:59.200576Z,1037053,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/253/08/1757491214.000000000.jpg,3.98,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-20T06:38:59.200584Z,1757491214
31910,9,,2025-10-19T07:10:20.725347Z,1037058,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/253/13/1757509284.000000000.jpg,2.477,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:10:20.725356Z,1757509284
31882,11,,2025-10-19T03:53:45.506051Z,1037063,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/253/18/1757527379.000000000.jpg,2.846,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:53:45.506059Z,1757527379
31887,11,Abnormal,2025-10-19T03:54:17.336986Z,1037068,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/253/23/1757545486.000000000.jpg,3.67,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T03:54:17.337001Z,1757545486
32760,9,,2025-10-20T06:39:01.307226Z,1037073,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/254/04/1757563532.000000000.jpg,1.36,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-20T06:39:01.307315Z,1757563532
31916,9,Abnormal,2025-10-19T07:12:08.605616Z,1037078,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/254/09/1757581234.000000000.jpg,8.222,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:12:08.605649Z,1757581234
31921,9,,2025-10-19T07:12:27.774496Z,1037083,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/254/14/1757599318.000000000.jpg,2.515,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:12:27.774512Z,1757599318
31926,9,,2025-10-19T07:12:44.918183Z,1037088,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/254/19/1757617378.000000000.jpg,1.324,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:12:44.918202Z,1757617378
31931,9,,2025-10-19T07:13:00.033878Z,1037093,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/255/00/1757635472.000000000.jpg,1.766,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:13:00.033887Z,1757635472
31936,9,Abnormal,2025-10-19T07:13:12.107785Z,1037098,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/255/05/1757653537.000000000.jpg,0.911,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:13:12.107794Z,1757653537
31941,9,Abnormal,2025-10-19T07:13:25.729187Z,1037103,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/255/10/1757671243.000000000.jpg,1.378,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:13:25.729197Z,1757671243
31946,9,Abnormal,2025-10-19T07:13:45.996193Z,1037108,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/255/15/1757689332.000000000.jpg,1.723,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:13:45.996204Z,1757689332
31951,9,,2025-10-19T07:14:05.055799Z,1037113,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/255/20/1757707407.000000000.jpg,1.203,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:14:05.055813Z,1757707407
31956,9,,2025-10-19T07:14:28.829513Z,1037118,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/256/01/1757725522.000000000.jpg,3.034,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:14:28.829521Z,1757725522
31961,9,Abnormal,2025-10-19T07:14:50.242432Z,1037123,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/256/06/1757743588.000000000.jpg,2.249,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:14:50.242440Z,1757743588
31966,9,Abnormal,2025-10-19T07:14:59.465313Z,1037128,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/256/11/1757761239.000000000.jpg,1.299,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:14:59.465347Z,1757761239
31971,9,Abnormal,2025-10-19T07:15:10.063516Z,1037133,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/256/16/1757779309.000000000.jpg,3.644,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:15:10.063534Z,1757779309
31976,9,,2025-10-19T07:16:21.180773Z,1037138,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/256/21/1757797370.000000000.jpg,1.682,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:16:21.180781Z,1757797370
31981,9,,2025-10-19T07:16:34.986588Z,1037143,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/257/02/1757815410.000000000.jpg,1.771,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:16:34.986598Z,1757815410
31986,9,,2025-10-19T07:17:40.027680Z,1037148,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/257/07/1757833243.000000000.jpg,1.634,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:17:40.027691Z,1757833243
31991,9,Abnormal,2025-10-19T07:17:50.625595Z,1037153,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/257/12/1757851292.000000000.jpg,1.002,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:17:50.625620Z,1757851292
31996,9,,2025-10-19T07:18:09.165695Z,1037158,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/257/17/1757869344.000000000.jpg,6.559,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:18:09.165702Z,1757869344
32001,9,Abnormal,2025-10-19T07:18:30.948652Z,1037163,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/257/22/1757887358.000000000.jpg,1.502,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:18:30.948661Z,1757887358
32006,9,Abnormal,2025-10-19T07:18:48.554998Z,1037168,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/258/03/1757905430.000000000.jpg,2.006,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:18:48.555017Z,1757905430
32011,9,Abnormal,2025-10-19T07:18:57.908755Z,1037173,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/258/08/1757923210.000000000.jpg,1.07,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:18:57.908765Z,1757923210
32016,9,Abnormal,2025-10-19T07:19:05.780448Z,1037178,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/258/13/1757941290.000000000.jpg,0.957,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:19:05.780456Z,1757941290
32021,9,Abnormal,2025-10-19T07:19:22.289483Z,1037183,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/258/18/1757959340.000000000.jpg,1.181,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:19:22.289492Z,1757959340
32026,9,Abnormal,2025-10-19T07:19:43.773082Z,1037188,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/258/23/1757977400.000000000.jpg,7.970000000000001,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:22:16.969815Z,1757977400
32031,9,Abnormal,2025-10-19T07:22:47.958313Z,1037193,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/259/04/1757995468.000000000.jpg,1.452,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:22:47.958327Z,1757995468
32036,9,,2025-10-19T07:23:26.291571Z,1037198,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/259/09/1758013260.000000000.jpg,3.354,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:23:26.291607Z,1758013260
32041,9,Abnormal,2025-10-19T07:23:44.952383Z,1037203,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/259/14/1758031329.000000000.jpg,3.241,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:23:44.952393Z,1758031329
32046,9,Abnormal,2025-10-19T07:23:55.710655Z,1037208,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/259/19/1758049380.000000000.jpg,1.289,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T07:23:55.710663Z,1758049380
32051,9,,2025-10-19T21:21:54.125999Z,1037213,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/260/00/1758067427.000000000.jpg,2.525,"{""pan"":174.07000732421875,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T21:21:54.126014Z,1758067427
32056,9,,2025-10-19T21:22:05.666723Z,1037218,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/260/05/1758085518.000000000.jpg,1.099,"{""pan"":173.88999938964844,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T21:22:05.666729Z,1758085518
32061,9,Abnormal,2025-10-19T21:22:20.392260Z,1037223,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/260/10/1758103281.000000000.jpg,1.597,"{""pan"":173.88999938964844,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T21:22:20.392288Z,1758103281
32066,9,,2025-10-19T21:22:35.393839Z,1037228,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/260/15/1758121347.000000000.jpg,3.004,"{""pan"":173.88999938964844,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T21:22:35.393855Z,1758121347
32071,9,,2025-10-19T21:22:49.633822Z,1037233,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/260/20/1758139384.000000000.jpg,1.231,"{""pan"":173.88999938964844,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T21:22:49.633836Z,1758139384
32076,9,,2025-10-19T21:23:07.246839Z,1037238,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/261/01/1758157457.000000000.jpg,1.472,"{""pan"":173.88999938964844,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T21:23:07.246857Z,1758157457
32081,9,,2025-10-19T21:23:26.904306Z,1037243,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/261/06/1758175500.000000000.jpg,1.74,"{""pan"":173.88999938964844,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T21:23:26.904331Z,1758175500
32086,9,,2025-10-19T21:23:49.188662Z,1037248,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/261/11/1758193258.000000000.jpg,5.255,"{""pan"":173.88999938964844,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T21:23:49.188684Z,1758193258
32091,9,,2025-10-19T21:24:06.615607Z,1037253,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/261/16/1758211289.000000000.jpg,5.521,"{""pan"":173.88999938964844,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T21:24:06.615616Z,1758211289
32096,9,,2025-10-19T21:24:23.490233Z,1037258,https://tools.alertcalifornia.org/fireframes5/digitalpath-redis/Axis-CoronadoHillsS/2025/261/21/1758229320.000000000.jpg,1.412,"{""pan"":173.88999938964844,""tilt"":-0.17000000178813934,""zoom"":1.0}",2025-10-19T21:24:23.490265Z,1758229320
